treatment	session_duration	purchase
pizza	5.127807673	1
pizza	2.170977432	1
pizza	7.9221961	0
pizza	5.876396598	1
pizza	6.207085589	1
pizza	2.503845152	0
pizza	3.31433708	1
pizza	2.233319983	1
pizza	4.030178488	0
pizza	6.692884189	1
pizza	3.08262136	1
pizza	6.012296238	0
pizza	4.141223965	0
pizza	4.800754427	0
pizza	3.127716079	1
pizza	5.756677117	1
pizza	7.336058025	1
pizza	2.704875305	1
pizza	2.764429811	0
pizza	3.453349081	0
pizza	4.812830878	1
pizza	7.132357346	1
pizza	6.930203937	0
pizza	3.67841481	0
pizza	6.872991694	1
pizza	3.629269769	1
pizza	5.030969325	1
pizza	4.146304879	1
pizza	5.694736258	0
pizza	4.223055073	1
pizza	2.702381263	1
pizza	2.34272144	1
pizza	6.140876278	1
pizza	2.243962206	1
pizza	2.478004695	1
pizza	2.061741421	1
pizza	1.946887455	1
pizza	4.601426824	0
pizza	3.876772287	1
pizza	2.592783914	0
pizza	3.949556665	0
pizza	2.081965982	0
pizza	8.248604702	1
pizza	2.181002458	1
pizza	6.97733522	0
pizza	4.956434891	1
pizza	7.148439552	1
pizza	3.779411148	0
pizza	6.002432005	1
pizza	4.158539953	0
pizza	2.767290535	1
pizza	4.513617887	1
pizza	2.936995479	0
pizza	2.652420974	1
pizza	3.37901575	1
pizza	4.013665054	0
pizza	5.863884532	0
pizza	4.376498955	1
pizza	4.809178205	0
pizza	4.061364104	0
pizza	5.889271738	1
pizza	4.292066663	0
pizza	4.042056618	0
pizza	5.083621955	1
pizza	4.756294249	1
pizza	3.544760855	0
pizza	5.046137501	1
pizza	2.619546328	0
pizza	5.57327848	0
pizza	7.193707124	0
pizza	4.587671232	1
pizza	3.549089615	1
pizza	1.966400898	1
pizza	2.8594395440000002	1
pizza	7.159649016	1
pizza	3.519382348	0
pizza	9.171979771	1
pizza	4.407411378	1
pizza	6.063634551	1
pizza	1.411665525	0
pizza	3.724299904	0
pizza	5.683608786	1
pizza	4.794417356	0
pizza	3.569698282	0
pizza	4.984544115	0
pizza	4.74773913	1
pizza	7.202239585	1
pizza	3.858929861	1
pizza	5.728799583	1
pizza	4.852648134	0
pizza	5.836293417	1
pizza	3.594257878	1
pizza	1.869557292	0
pizza	2.279214392	0
pizza	5.044989491	0
pizza	3.173922717	1
pizza	5.746567242	0
pizza	4.090088526	0
pizza	3.979495429	1
pizza	2.72559125	1
pizza	7.674883998	0
pizza	3.767387006	0
pizza	6.785034349	0
pizza	4.293851026	1
pizza	5.074351857	0
pizza	2.753657405	1
pizza	2.112508153	1
pizza	4.318773193	1
pizza	3.504363854	0
pizza	4.707767363	0
pizza	6.838405	1
pizza	3.680407289	1
pizza	3.984589457	1
pizza	2.180573418	1
pizza	6.39415968	1
pizza	6.755610332	0
pizza	5.498383584	1
pizza	1.807444466	0
pizza	6.902456231	0
pizza	5.840264819	1
pizza	3.76143325	1
pizza	2.955766455	1
pizza	6.032886511	1
pizza	5.538114638	0
pizza	4.658927691	0
pizza	4.511619151	0
pizza	2.981992132	1
pizza	5.35608294	1
pizza	5.731298685	1
pizza	4.1733617690000004	1
pizza	3.647865767	1
pizza	3.313634359	1
pizza	2.705742968	0
pizza	4.188980878	1
pizza	3.888015818	0
pizza	2.298843904	1
pizza	4.554431137	1
pizza	4.396791401	0
pizza	2.830017686	1
pizza	6.71081738	0
pizza	5.26080517	0
pizza	4.764813102	0
pizza	3.878495873	1
pizza	5.062059463	0
pizza	4.053419229	0
pizza	3.933228619	1
pizza	2.720676704	0
pizza	1.155921656	0
pizza	5.034866296	0
pizza	5.901118156	1
pizza	4.472580582	1
pizza	2.056165229	1
pizza	5.262637463	1
pizza	5.075579386	0
pizza	3.341099312	1
pizza	1.959979872	1
pizza	4.600226813	0
pizza	3.008480638	0
pizza	5.784268644	1
pizza	4.889342861	1
pizza	6.368753082	1
pizza	2.620908199	0
pizza	3.921015588	1
pizza	3.971766835	1
pizza	6.02922174	1
pizza	2.880428557	0
pizza	5.136814966	0
pizza	5.043449256	0
pizza	5.67762022	0
pizza	9.199990871	1
pizza	3.896927138	0
pizza	3.023899056	1
pizza	5.063242115	0
pizza	4.062321774	0
pizza	4.646207572	1
pizza	4.000750857	0
pizza	2.117760553	0
pizza	4.235429493	1
pizza	3.14966243	1
pizza	3.594412049	0
pizza	7.549911756	1
pizza	3.299736284	1
pizza	6.989268743	1
pizza	1.821096535	1
pizza	3.627524648	1
pizza	4.345666578	1
pizza	6.538873668	1
pizza	5.086111749	1
pizza	4.376918288	1
pizza	5.673684065	0
pizza	1.87720993	0
pizza	3.429492496	0
pizza	6.456941248	1
pizza	5.415825124	1
pizza	4.466623332	1
pizza	6.082663121	0
pizza	4.187787994	1
pizza	2.654677994	1
pizza	4.068257532	1
pizza	4.748714673	1
pizza	3.607403271	1
pizza	2.047941257	0
pizza	1.881482477	0
pizza	3.194794361	0
pizza	3.264402026	0
pizza	2.161999673	0
pizza	4.691346063	0
pizza	2.278190208	1
pizza	5.634325185	0
pizza	4.127634275	1
pizza	3.994950559	1
pizza	3.532751568	1
pizza	6.336886317	1
pizza	5.453502464	0
pizza	4.898340318	1
pizza	3.526819117	1
pizza	2.347396582	1
pizza	8.402349564	0
pizza	3.297802541	0
pizza	2.154725089	0
pizza	2.248222093	1
pizza	5.479270678	1
pizza	2.195015349	1
pizza	2.77868177	0
pizza	6.195238464	1
pizza	7.546340453	0
pizza	1.918900457	1
pizza	5.12194056	1
pizza	4.174101434	0
pizza	4.60253979	0
pizza	3.161873513	1
pizza	5.264385537	1
pizza	4.025538949	0
pizza	3.021211353	1
pizza	3.831993164	1
pizza	4.864456182	1
pizza	6.475636429	1
pizza	2.401956637	1
pizza	6.094261863	1
pizza	3.255384972	0
pizza	4.124311186	0
pizza	3.948249397	0
pizza	3.416620354	1
pizza	6.270844835	1
pizza	5.163613288	1
pizza	4.320050541	1
pizza	7.370859923	1
pizza	2.19430556	0
pizza	4.986504466	0
pizza	2.672599402	1
pizza	3.785038622	0
pizza	4.337424249	1
pizza	11.98023585	0
pizza	2.650302914	0
pizza	2.997911664	0
pizza	4.712391385	1
pizza	2.943952397	1
pizza	4.931173334	0
pizza	7.145098378	0
pizza	1.917868147	1
pizza	5.81190524	1
pizza	6.944690396	0
pizza	2.339866343	1
pizza	6.298821415	1
pizza	3.393078274	1
pizza	6.010841688	0
pizza	5.332892759	0
pizza	3.297415534	0
pizza	4.526319929	1
pizza	3.548825075	0
pizza	2.967475543	1
pizza	6.174062446	1
pizza	3.120365767	1
pizza	4.172909932	0
pizza	3.819086337	1
pizza	4.094363934	0
pizza	4.300852279	0
pizza	6.414530526	1
pizza	2.807504041	1
pizza	4.38746098	1
pizza	2.550061981	1
pizza	2.807334354	0
pizza	3.507661947	0
pizza	4.024133778	0
pizza	4.640997319	1
pizza	6.344941776	0
pizza	5.133290623	0
pizza	3.712639204	1
pizza	3.655963133	0
pizza	4.984523145	0
pizza	4.195025013	1
pizza	6.414054521	1
pizza	4.067108392	1
pizza	3.405588345	0
pizza	1.490073403	1
pizza	6.738637209	1
pizza	3.219420876	1
pizza	2.64032203	1
pizza	3.875490266	1
pizza	3.112225102	1
pizza	4.93709637	1
pizza	4.195295382	1
pizza	5.188409126	1
pizza	5.393570387	0
pizza	5.531441811	0
pizza	5.765566642	0
pizza	6.36775976	0
pizza	3.961500652	0
pizza	6.002182142	1
pizza	3.798601163	0
pizza	2.875811617	1
pizza	5.649243023	1
pizza	2.79132992	1
pizza	2.812585566	0
pizza	3.485602642	1
pizza	2.471369419	1
pizza	5.088464312	1
pizza	7.816808136	1
pizza	8.711650506	1
pizza	3.518603455	0
pizza	7.110508876	0
pizza	4.942702222	0
pizza	5.610756949	1
pizza	3.949161666	0
pizza	2.25951924	0
pizza	3.089222748	0
pizza	3.578446426	1
pizza	6.557169731	1
pizza	6.92394573	1
pizza	7.154248879	1
pizza	5.20441862	0
pizza	1.99440811	1
pizza	6.76604384	0
pizza	5.009226398	0
pizza	5.032413914	0
pizza	3.961319168	0
pizza	5.18299835	1
pizza	3.33031256	1
pizza	7.768696578	0
pizza	4.510805029	0
pizza	4.420504647	1
pizza	4.688103825	1
pizza	3.601200416	0
pizza	3.602734018	0
pizza	3.546980742	0
pizza	1.598465381	1
pizza	3.797876957	1
pizza	5.012753072	0
pizza	4.174138508	0
pizza	3.398993205	1
pizza	7.281855181	0
pizza	5.28190839	1
pizza	2.660225048	1
pizza	6.382203505	0
pizza	2.90269272	0
pizza	6.497752752	0
pizza	2.507904973	1
pizza	5.119745282	1
pizza	3.765543777	1
pizza	2.117227774	1
pizza	3.734471554	1
pizza	4.904527622	1
pizza	2.81665562	0
pizza	6.69599411	1
pizza	4.54595248	0
pizza	5.213306903	1
pizza	3.248324301	1
pizza	4.111465889	1
pizza	6.334213246	1
pizza	4.09454334	0
pizza	3.688796486	1
pizza	7.270685727	0
pizza	4.562294251	0
pizza	7.790839884	0
pizza	5.439114395	0
pizza	2.807527141	0
pizza	4.685445778	1
pizza	5.784492631	0
pizza	2.982346754	1
pizza	2.256056517	1
pizza	3.690486322	0
pizza	4.151073069	1
pizza	4.27582241	1
pizza	8.164243145	0
pizza	2.591421603	0
pizza	2.598085791	0
pizza	2.245167329	1
pizza	4.751724436	0
pizza	2.854796786	1
pizza	3.125918719	0
pizza	2.436685907	1
pizza	5.967919449	1
pizza	2.542143509	1
pizza	3.46272324	1
pizza	2.70293277	1
pizza	2.573124855	0
pizza	5.754177189	0
pizza	6.870416999	0
pizza	2.733597712	0
pizza	4.694928587	1
pizza	3.240116381	1
pizza	3.095955665	1
pizza	4.266226354	0
pizza	3.193014476	0
pizza	5.096367009	0
pizza	5.222892811	1
pizza	3.716249785	1
pizza	4.763723695	0
pizza	3.707300576	1
pizza	4.145367386	1
pizza	2.798345147	1
pizza	2.171481669	1
pizza	4.323380249	0
pizza	3.740789681	0
pizza	6.894492057	0
pizza	6.373169521	1
pizza	3.813016035	1
pizza	4.172533427	1
pizza	5.583018805	1
pizza	5.791478713	0
pizza	3.734641471	0
pizza	4.36828723	1
pizza	6.000809867	1
pizza	4.944432803	0
pizza	3.065856454	0
pizza	3.242866793	0
pizza	2.814590116	0
pizza	3.138719877	1
pizza	5.584491588	0
pizza	4.964719058	1
pizza	3.644365979	0
pizza	3.966982012	0
pizza	2.707029279	0
pizza	5.813140473	1
pizza	2.678879869	1
pizza	5.692996958	1
pizza	3.869953926	1
pizza	3.846400948	1
pizza	9.644155551	0
pizza	3.958534737	0
pizza	2.825217979	0
pizza	2.806351324	0
pizza	3.023113257	1
pizza	6.162257062	1
pizza	4.03293101	1
pizza	2.979368383	1
pizza	3.729918019	1
pizza	8.4431141	1
pizza	3.742941409	1
pizza	3.217674059	0
pizza	5.958130333	1
pizza	7.662195302	0
pizza	5.763227307	0
pizza	5.896310615	1
pizza	7.292493556	0
pizza	3.342315317	0
pizza	6.345872315	1
pizza	4.383245612	0
pizza	2.645945267	0
pizza	1.058997117	1
pizza	5.699698173	0
pizza	6.601105365	0
pizza	4.071786417	1
pizza	2.412572274	1
pizza	4.381342101	1
pizza	3.59969546	1
pizza	5.278354244	1
pizza	5.365561668	1
pizza	1.972920053	0
pizza	4.783461489	0
pizza	5.63320859	0
pizza	2.382762429	1
pizza	5.690712328	1
pizza	8.085524604	1
pizza	2.649296665	0
pizza	4.035372094	0
pizza	5.674740589	1
pizza	4.625374758	0
pizza	3.939001564	1
pizza	2.747670359	0
pizza	2.687900302	1
pizza	1.152891522	1
pizza	6.020197451	0
pizza	4.148639083	0
pizza	2.619062788	0
pizza	3.543759487	1
pizza	6.170629023	1
pizza	3.493350401	1
pizza	4.721691257	1
pizza	5.345847625	1
pizza	5.245417354	1
pizza	8.23756466	0
pizza	3.5373703	0
pizza	8.125925334	1
pizza	3.724141175	0
pizza	4.290814509	0
pizza	4.450784216	0
pizza	4.423454639	1
pizza	2.458905672	0
pizza	5.072609465	0
pizza	4.620089919	0
pizza	3.28277007	1
pizza	7.355506532	0
pizza	5.847608782	0
pizza	3.353134845	1
pizza	3.22992331	1
pizza	8.26372627	1
pizza	4.639237804	1
pizza	2.731490607	0
pizza	2.581832325	0
pizza	1.611846125	1
pizza	6.040212453	1
pizza	6.807878629	1
pizza	7.595844071	1
pizza	4.4767921490000004	0
pizza	2.97739234	1
pizza	1.721940505	0
pizza	2.117169253	0
pizza	5.230559048	1
pizza	6.709639558	1
pizza	3.317862559	1
pizza	3.082872627	1
pizza	6.600366224	1
pizza	2.341244897	1
pizza	5.465905881	1
pizza	5.802614164	0
pizza	3.045503094	0
pizza	7.394599112	0
pizza	5.58442733	1
pizza	2.124197032	1
pizza	1.982770065	1
pizza	4.205433394	0
pizza	1.726214337	1
pizza	4.705547239	0
pizza	3.272642031	0
pizza	6.282427948	0
pizza	3.799227951	0
pizza	4.43940047	0
pizza	5.676582275	1
pizza	4.668037978	1
pizza	3.627444651	0
pizza	4.140806633	1
pizza	4.072135803	1
pizza	4.795236136	0
pizza	3.778277945	0
pizza	2.841837503	1
pizza	6.808711336	0
pizza	4.511860467	1
pizza	3.756013553	1
pizza	2.522240407	0
pizza	5.232230447	0
pizza	4.146523166	1
pizza	4.573395864	0
pizza	4.129408045	0
pizza	3.40460068	0
pizza	3.621334798	1
pizza	4.578683776	1
pizza	2.638394253	1
pizza	3.665091837	1
pizza	5.229963506	0
pizza	4.536368523	1
pizza	5.325982653	0
pizza	2.86113664	1
pizza	5.663979262	0
pizza	4.488900514	0
pizza	4.441907594	1
pizza	3.918279647	1
pizza	3.23899091	1
pizza	5.650877283	1
pizza	3.835698266	0
pizza	7.648292637	0
pizza	5.363785545	1
pizza	8.446879222	0
pizza	4.71442335	1
pizza	2.620046156	1
pizza	2.935104661	0
pizza	2.775327655	0
pizza	6.130866225	1
pizza	7.827473983	0
pizza	4.962401476	1
pizza	1.854887965	1
pizza	3.909303804	0
pizza	3.869303372	0
pizza	8.120352428	0
pizza	4.255967754	1
pizza	2.360201252	1
pizza	3.199680645	1
pizza	4.10355542	1
pizza	3.591273711	1
pizza	4.532155641	1
pizza	2.866829168	0
pizza	3.746421507	0
pizza	8.297099431	1
pizza	3.449444618	0
pizza	3.935398989	1
pizza	3.99145825	0
pizza	3.42523565	0
pizza	3.964618864	0
pizza	3.849279329	1
pizza	4.81181234	1
pizza	3.487220829	0
pizza	2.296173622	1
pizza	4.136361229	1
pizza	3.35064953	0
pizza	2.209422202	1
pizza	3.827353003	0
pizza	1.500926051	0
pizza	2.3027543	0
pizza	4.88912543	1
pizza	5.609763001	0
pizza	2.836000954	1
pizza	6.482093271	1
pizza	3.106636278	0
pizza	4.765180106	1
pizza	4.970532154	0
pizza	7.821422502	0
pizza	4.26557365	1
pizza	4.901959077	0
pizza	4.281214916	1
pizza	3.458886911	1
pizza	3.252749016	0
pizza	4.365899964	0
pizza	3.018340584	1
pizza	4.019249257	1
pizza	5.25941068	0
pizza	3.464688881	0
pizza	3.443842749	0
pizza	5.91533953	0
pizza	4.352886224	0
pizza	3.703639003	1
pizza	5.947001769	0
pizza	5.395414196	1
pizza	3.16539179	1
pizza	6.072370191	1
pizza	6.030138265	1
pizza	2.9471337	1
pizza	2.226804121	1
pizza	2.020971607	0
pizza	4.556378168	0
pizza	3.774069553	0
pizza	5.823687001	1
pizza	3.384386009	1
pizza	1.384479966	1
pizza	2.251497576	1
pizza	3.840058187	1
pizza	3.315418521	1
pizza	3.313657417	0
pizza	7.84029381	1
pizza	3.684733493	1
pizza	2.186443281	1
pizza	5.408817567	0
pizza	4.62727505	1
pizza	2.479100495	1
pizza	3.251848997	1
pizza	2.413818649	0
pizza	3.283118093	0
pizza	3.582599009	0
pizza	4.523103528	1
pizza	4.320595257	0
pizza	1.39983375	0
pizza	3.820489226	1
pizza	2.062938777	0
pizza	4.156982284	0
pizza	4.349458077	1
pizza	3.439270602	0
pizza	2.876155451	0
pizza	4.297887626	1
pizza	4.777522459	0
pizza	7.852678839	0
pizza	4.400911087	1
pizza	4.230810722	1
pizza	4.513525879	0
pizza	2.771104065	1
pizza	3.386209921	1
pizza	3.793230573	1
pizza	5.689847443	0
pizza	2.896002776	1
pizza	3.588247872	0
pizza	3.0504106	1
pizza	6.067346046	1
pizza	3.071854926	1
pizza	5.352163693	1
pizza	5.394974536	1
pizza	5.452798447	0
pizza	3.662484735	0
pizza	4.419249814	0
pizza	5.569952315	1
pizza	3.012512988	1
pizza	2.465856551	0
pizza	7.192305883	0
pizza	2.835901034	1
pizza	2.899387696	0
pizza	5.055088843	1
pizza	4.075700218	1
pizza	7.293330418	1
pizza	3.313229061	1
pizza	4.514786859	1
pizza	4.202561632	1
pizza	3.272759507	1
pizza	4.408821228	1
pizza	3.342114929	1
pizza	4.420921893	1
pizza	7.317979484	1
pizza	5.318997768	0
pizza	3.668724173	1
pizza	6.162143479	0
pizza	3.081921746	0
pizza	2.38661899	0
pizza	2.621442535	1
pizza	3.947575471	0
pizza	4.450661353	0
pizza	4.805425032	1
pizza	2.791416045	0
pizza	4.948643266	1
pizza	3.020188905	0
pizza	4.27975332	0
pizza	5.309945198	1
pizza	4.691907618	0
pizza	5.037759991	0
pizza	2.305566773	1
pizza	2.842518622	0
pizza	3.488208199	1
pizza	3.082489752	0
pizza	4.016602073	1
pizza	3.602881765	1
pizza	3.36559253	0
pizza	5.325313957	0
pizza	5.303220926	1
pizza	3.079196094	0
pizza	3.204076304	0
pizza	6.443380255	0
pizza	4.13584822	0
pizza	2.945340141	1
pizza	5.512590416	0
pizza	7.487851883	0
pizza	5.030940935	0
pizza	2.796071516	1
pizza	6.504716684	1
pizza	3.190577853	0
pizza	6.382661594	1
pizza	1.642895811	1
pizza	6.223771764	1
pizza	5.464305091	0
pizza	3.456993215	1
pizza	4.291307141	0
pizza	4.205846213	0
pizza	3.944680983	1
pizza	1.803021523	1
pizza	4.695742183	0
pizza	3.328996214	1
pizza	3.812551357	0
pizza	3.556257743	1
pizza	3.967513257	0
pizza	3.937019152	0
pizza	3.157292935	0
pizza	4.516164533	1
pizza	2.003375302	0
pizza	5.366689825	0
pizza	4.986827965	0
pizza	3.813323517	0
pizza	4.956491979	0
pizza	6.801874274	0
pizza	5.805601267	0
pizza	6.27825136	0
pizza	3.679902351	0
pizza	2.877195858	1
pizza	3.957540072	0
pizza	1.538974084	0
pizza	3.715100253	0
pizza	4.801293956	1
pizza	5.110900419	0
pizza	4.333857513	0
pizza	3.306990874	0
pizza	7.919130591	0
pizza	3.065960956	1
pizza	4.962710825	0
pizza	4.957493546	0
pizza	6.245665463	0
pizza	2.674110231	1
pizza	3.710876268	0
pizza	3.554896314	1
pizza	2.047165783	0
pizza	2.834930987	0
pizza	7.606355656	0
pizza	8.191658478	0
pizza	1.396533965	1
pizza	3.873815031	0
pizza	3.503585243	1
pizza	6.566474054	1
pizza	2.098084305	1
pizza	5.011428272	1
pizza	4.422727085	1
pizza	4.387338489	1
pizza	3.295562938	0
pizza	6.337837588	0
pizza	3.735454814	0
pizza	4.330838643	1
pizza	6.654689343	1
pizza	3.651422525	0
pizza	4.416358903	1
pizza	4.083882369	0
pizza	2.619769378	0
pizza	3.162052056	0
pizza	3.523239972	1
pizza	4.056951686	1
pizza	3.398905472	1
pizza	4.799887224	1
pizza	3.387913223	1
pizza	4.099647021	1
pizza	4.349445285	1
pizza	4.932682782	0
pizza	3.735217611	0
pizza	3.557389687	0
pizza	8.597543422	1
pizza	2.23942638	1
pizza	4.481007828	0
pizza	4.800474112	1
pizza	3.135754639	0
pizza	3.936666638	0
pizza	6.575657153	0
pizza	3.488061282	1
pizza	5.890740765	1
pizza	8.314999848	1
pizza	6.406972559	1
pizza	2.948098942	1
pizza	4.275351644	0
pizza	7.115424704	1
pizza	2.640609192	1
pizza	2.409252108	0
pizza	4.061153709	1
pizza	2.873663527	1
pizza	6.314598195	0
pizza	6.628425356	1
pizza	4.438697805	1
pizza	3.051684214	0
pizza	2.964778433	0
pizza	3.305047721	0
pizza	5.294327511	1
pizza	7.15446472	0
pizza	2.811854574	1
pizza	2.722695473	1
pizza	4.646879405	1
pizza	5.170696785	1
pizza	4.260517307	0
pizza	3.999756477	0
pizza	3.922525133	1
pizza	8.063545355	0
pizza	7.952703719	0
pizza	4.429004691	1
pizza	4.004152173	0
pizza	3.246371665	1
pizza	6.717418	1
pizza	4.8104476	1
pizza	6.034434593	1
pizza	4.125573902	1
pizza	4.873271809	1
pizza	4.944612476	0
pizza	3.205899532	1
pizza	3.212115791	1
pizza	5.247691164	0
pizza	3.328131944	1
pizza	4.702033248	1
pizza	6.409747902	1
pizza	2.834353652	0
pizza	4.273778639	1
pizza	2.733392905	0
pizza	2.881435963	1
pizza	2.440848048	0
pizza	5.11344795	1
pizza	3.403056476	0
pizza	6.903619469	1
pizza	4.143087605	1
pizza	6.698756542	0
pizza	3.181574595	1
pizza	2.378731129	0
pizza	5.762975019	1
pizza	2.928153395	1
pizza	4.078265784	0
pizza	2.427455837	1
pizza	3.251970552	1
pizza	2.061134721	1
pizza	5.42375694	1
pizza	2.920694615	1
pizza	3.813033729	1
pizza	5.269838863	1
pizza	7.25834188	1
pizza	5.856799404	1
pizza	4.382539547	1
pizza	3.24276277	1
pizza	4.108707932	1
pizza	3.725412945	1
pizza	3.364158956	1
pizza	3.003018515	0
pizza	6.250499134	1
pizza	2.644933259	1
pizza	5.735695342	0
pizza	3.548351265	1
pizza	2.083258064	1
pizza	4.477266519	0
pizza	3.829585062	0
pizza	2.537281262	0
pizza	3.220178315	0
pizza	3.000297959	0
pizza	7.76269673	0
pizza	3.173028978	1
pizza	2.416349648	0
pizza	6.828424144	1
pizza	5.073664184	0
pizza	5.212732379	0
pizza	4.613042504	0
pizza	2.891290011	0
pizza	3.940621474	1
pizza	2.74145184	1
pizza	3.747642926	0
pizza	2.559233434	0
pizza	5.928325814	0
pizza	4.545378428	0
pizza	6.034588262	0
pizza	4.051009355	0
pizza	4.279222627	0
pizza	2.103539843	1
pizza	2.517098454	0
pizza	5.896879748	0
pizza	5.243790865	1
pizza	2.412370445	1
pizza	3.262823219	1
pizza	9.706788268	0
pizza	2.483271376	1
pizza	5.391801972	1
pizza	5.466868971	1
pizza	3.09180687	0
pizza	4.338583299	0
pizza	2.735274558	1
pizza	4.506258314	0
pizza	6.090731912	0
pizza	3.980817828	0
pizza	4.443332467	0
pizza	3.747873575	1
pizza	3.074908328	0
pizza	2.891002444	0
pizza	7.264235476	0
pizza	1.903297191	0
pizza	3.213138486	0
pizza	2.746326132	0
pizza	3.44861828	0
pizza	7.094399357	1
pizza	3.586874044	0
pizza	4.278452636	1
pizza	5.987827564	1
pizza	6.365293757	1
pizza	6.346394797	0
pizza	5.789385181	1
pizza	4.683015415	0
pizza	7.517140011	1
pizza	7.854482513	0
pizza	6.433186132	0
pizza	3.839153456	0
pizza	1.565823638	1
pizza	3.364719291	1
pizza	3.754481996	0
pizza	5.686196706	1
pizza	8.16361198	0
pizza	5.762405527	1
pizza	5.371737349	1
pizza	4.223696692	0
pizza	8.145259951	1
pizza	4.046461331	1
pizza	4.099469795	1
pizza	4.414244799	1
pizza	6.794405504	0
pizza	3.786011648	0
pizza	5.659780099	0
pizza	6.700227886	1
pizza	2.689337842	1
pizza	4.249962722	1
pizza	4.550953496	0
pizza	4.357517523	1
pizza	3.392091162	1
pizza	2.82980205	0
pizza	5.243555898	0
pizza	6.755626688	0
pizza	3.75894379	1
pizza	6.776089939	0
pizza	6.227729214	0
pizza	4.346573721	1
pizza	4.309369009	1
pizza	5.565924769	1
pizza	3.792555328	1
pizza	3.771538292	0
pizza	4.895659179	1
pizza	9.543211081	0
pizza	4.666974554	1
pizza	2.21334558	1
pizza	5.779256601	1
pizza	3.329625802	1
pizza	4.30959984	0
pizza	5.121304759	0
pizza	3.486728531	0
pizza	3.318690598	0
pizza	4.567036975	1
pizza	5.976916849	0
pizza	2.518399502	0
pizza	5.028187224	1
pizza	5.432073649	0
pizza	4.370185749	1
pizza	3.029481264	1
pizza	3.958087138	1
pizza	3.575213044	1
pizza	2.061072662	1
pizza	6.455709708	1
pizza	4.342547028	0
pizza	3.591226099	0
pizza	3.251036249	0
pizza	2.89471686	1
pizza	4.088799944	0
pizza	5.637108215	0
pizza	2.857951961	1
pizza	7.238391069	1
pizza	2.662516028	1
pizza	6.434380667	1
pizza	4.010734809	1
pizza	6.753717673	1
pizza	2.490765951	1
pizza	2.528889345	1
pizza	2.69401686	1
